Region,Country,CountryID,Industry,Edition,Category,ParentID,Subcategory,ProductID,Lowest Level,Modelled,Hierarchy Level,Data Type,DataTypeID,Unit,Unit Multiplier,Current/Constant,Currency Conversion,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Latin America,Uruguay,382,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,55.82312666,57.43120027,59.38386107,61.45138428,63.17432029,65.2418435,67.30936671,68.91744032,70.41065153,72.47817474,74.66056035,76.03890915,78.10643236,80.40368037,82.24147878,83.27524039,84.65358919,86.3765252,87.75487401,89.85093359,91.31560842,93.03854443,95.05667451,96.48441645,96.8,96.9,96.3,95.845,94.858,93.778368,93.601881,94.254305,95.078088,94.22381778,93.36954757,93.63786936,94.00593049,94.1826508,94.62937918,94.80493485,95.08001326,95.25457821,95.51849072,95.68211128,95.75790799,95.82652205,95.88027069,95.92532054,95.95461229,95.97423236,95.98980772,96.00156429,96.01029743,96.01641576
Latin America,Uruguay,382,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,2857.218,2876.019,2896.016,2915.735,2934.985,2954.236,2973.436,2992.644,3011.918,3031.053,3049.987,3069.112,3088.98,3109.941,3131.936,3154.657,3177.867,3201.235,3224.383,3247.585,3270.549,3291.677,3308.884,3320.841,3326.762,3327.5,3325.411,3323.822,3325.155,3330.217,3338.384,3348.898,3360.431,3371.982,3383.486,3395.253,3407.062,3418.694,3429.997,3440.792,3451.074,3461.081,3471.176,3481.605,3492.429,3503.508,3514.65,3525.574,3536.067,3546.06,3555.582,3564.632,3573.243,3581.432
Latin America,Venezuela,384,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,36.6,38.1,40,42.1,44.6,47.1,49.3,52.2,54.7,57.3,60,62.7,65.3,67.1,69.2,70.7,72,73.6,75,76.9,78.3,80,81.6,82.40578248,83.21156496,85.444265,84.63351,85.830364,86.789682,88.496819,88.1784095,87.86,87.78194874,87.70389747,87.71852996,87.97137328,88.2345148,88.41138724,88.64233967,88.86599513,89.07648857,89.29818902,89.51680547,89.73374225,89.9528268,90.1710394,90.38911738,90.60757575,90.8258254,91.0440874,91.26241075,91.48068908,91.69897697,91.91727349
Latin America,Venezuela,384,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,13607.958,14088.961,14567.68,15036.273,15490.555,15932.973,16370.463,16813.481,17269.324,17740.108,18222.505,18711.83,19201.096,19685.177,20162.745,20635.233,21103.592,21569.68,22034.909,22499.248,22962.221,23424.338,23886.213,24348.304,24810.691,25273.336,25736.393,26199.994,26664.122,27128.721,27593.427,28057.485,28519.913,28979.857,29436.891,29890.694,30340.637,30786.062,31226.394,31661.182,32090.114,32512.942,32929.501,33339.611,33742.992,34139.37,34528.595,34910.558,35285.127,35652.134,36011.371,36362.624,36705.665,37040.292
Middle East and Africa,Algeria,164,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,19.6,21.2,22.8,24.7,26.6,28.5,31,33.7,36.4,39.4,42.1,44.9,47.6,50.3,53.3,56.6,59.5,62.4,65.3,68,70.7,73.2,75.8,78.3,80.8,83,84.5,86.63,88.4765646,90,91.4,92.4,93.29,93.98,94.56,95,95.4,95.73,96.1,96.37,96.6,96.94,97.09,97.24,97.38364,97.51135864,97.62618983,97.71264975,97.79110362,97.86054267,97.92063241,97.9722009,98.0157983,98.05399501
Middle East and Africa,Algeria,164,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,17068.212,17624.756,18205.468,18811.199,19442.423,20095.648,20762.767,21433.07,22098.298,22753.511,23398.47,24035.237,24668.1,25299.182,25930.56,26557.969,27169.903,27751.086,28291.591,28786.855,29242.917,29673.694,30099.01,30533.827,30982.214,31441.848,31913.462,32396.048,32888.449,33391.954,33906.605,34428.028,34950.168,35468.208,35980.193,36485.828,36983.924,37473.69,37954.282,38424.446,38882.895,39328.811,39761.518,40180.358,40585.004,40974.822,41348.587,41704.88,42042.83,42362.004,42663.024,42947.458,43217.533,43475.065
Middle East and Africa,Cameroon,329,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,3.829745089,4.220927865,4.554466364,4.94473975,5.439213725,5.887903073,6.391533974,6.931792576,7.426266551,7.920740526,8.369429874,8.816635609,9.355111716,9.797910246,10.2,10.108,9.99,9.85,9.725,9.68,9.67,9.7,9.824,10.02,10.27,10.574,10.932,11.4,11.83948537,12.30337414,12.93156842,13.5050538,14.09060427,14.56762421,15.1,15.60546964,16.02725691,16.45292459,16.88215805,17.31463532,17.75002815,18.18800326,18.62822345,19.07034882,19.51403798,19.95894918,20.40474153,20.85107608,21.29761696,21.7440324,22.18999576,22.63518649,23.07929099,23.52200346
Middle East and Africa,Cameroon,329,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,8320.635,8578.425,8842.355,9109.727,9379.109,9651.552,9929.831,10218.016,10518.855,10832.919,11158.6,11493.77,11835.344,12180.819,12529.904,12882.506,13236.573,13589.699,13940.337,14287.475,14631.908,14976.2,15324.051,15678.269,16039.737,16408.085,16783.366,17165.267,17553.589,17948.395,18350.022,18758.778,19175.028,19598.889,20030.362,20468.943,20913.595,21362.945,21815.853,22271.943,22730.977,23192.123,23654.474,24117.381,24580.379,25043.511,25507.308,25972.624,26440.11,26909.78,27381.468,27855.421,28331.914,28811.094
Middle East and Africa,Egypt,232,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,27.91203539,30.16646901,32.20619468,34.35327432,36.50035397,38.96949556,41.22392919,43.37100883,45.59734792,47.5726934,49.40564275,50.93890375,52.29330023,53.41501555,54.48288,55.1,55.3,55.7,55.9,57,58.54,60.29,62.19,64.6,68.1,72.77,79.4,82.26,85.7,88.4424,90.51195216,91.2,91.91136,92.62826861,93.30445497,93.87326288,94.40215444,94.87117149,95.27911752,95.67902987,95.97896414,96.19891593,96.37887649,96.64881732,96.86796929,97.0581996,97.23087727,97.39599109,97.55872942,97.70431536,97.83813073,97.96291971,98.0800465,98.18949537
Middle East and Africa,Egypt,232,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,37129.43089,38298.43274,39463.70384,40623.86969,41776.96676,42921.12965,44054.88571,45176.27137,46283.42127,47374.90005,48449.90853,49512.68211,50568.87779,51623.69898,52682.83998,53751.50422,54835.48419,55939.78693,57070.20495,58232.05357,59441,60706,61993,63305,64652,65986,67313,68648,69997,71348,72940,74439,76099,77840,79618,81567,83667.047,85826.81837,87961.64563,90058.60153,92126.74648,94163.14285,96165.67858,98133.08468,100064.0611,101956.9918,103811.2034,105627.6206,107407.426,109151.2505,110859.5471,112533.5633,114176.1436,115789.961
Middle East and Africa,Iran,271,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,47.46543845,49.88108381,52.13810988,54.55099026,56.068128,57.789567,59.58666805,61.3252634,63.0957942,64.3477974,65.70152865,67.43617395,68.85442395,70.4679693,71.76550065,73.133,74.3932,75.6016,76.7582,77.863,78.916,79.9172,80.8666,81.7642,82.61,83.404,84.1462,84.8366,86.08814339,85.62906832,86.07842235,86.45473216,86.56581966,86.84968371,87.06392297,87.23314264,87.41851014,87.57651748,87.71890484,87.85383879,87.97476341,88.08538728,88.18718796,88.27978495,88.36451316,88.44204812,88.51284261,88.57758085,88.63676632,88.69085471,88.74030251,88.78550298,88.82681871,88.86458649
Middle East and Africa,Iran,271,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,34853.522,35998.637,37237.306,38576.541,40012.129,41533.339,43130.529,44790.735,46497.235,48257.311,50052.662,51810.746,53437.77,54870.583,56071.545,57067.645,57940.444,58808.655,59757.114,60815.686,61955.73,63133.032,64278.307,65342.319,66313.553,67212.85,68061.695,68893.323,69732.007,70582.086,71435.498,72289.291,73137.148,73973.63,74798.599,75611.798,76407.013,77176.386,77913.583,78616.318,79283.703,79912.703,80500.423,81045.017,81545.392,82002.252,82418.122,82796.811,83141.808,83454.206,83735.464,83990.029,84223.235,84439.361
Middle East and Africa,Israel,272,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,91.22,92.85,94.31,95.3,96.12,96.66,97.11,97.57,97.93,98.29,98.56,98.82395,98.95872,99.0768,99.1811,99.2739,99.35701,99.43186,99.49964,99.56129,99.61762,99.66928,99.7,99.7,99.9,99.9,99.8,99.9,99.6,99.4,99.6,99.8,99.9,99.8,99.88333333,99.9136,99.933,99.947,99.95509259,99.96342593,99.96983025,99.97530864,99.98139146,99.9847608,99.98775506,99.99024348,99.99231789,99.99379322,99.99505274,99.9960591,99.99686064,99.99748418,99.99799541,99.99840065
Middle East and Africa,Israel,272,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,3613,3692.6,3786.4,3877.7,3948.1,4026.7,4076.2,4159.1,4233,4298.8,4368.9,4441.6,4518.2,4660.2,4949.1,5123.5,5261.4,5399.3,5544.9,5685.1,5828.9,5970.7,6125.3,6289.2,6439,6570,6689.7,6809,6930.1,7053.7,7180.1,7308.8,7485.6,7623.6,7765.8,7909,8059.5,8210.444366,8360.227437,8507.68108,8654.617476,8800.962065,8946.759507,9092.154152,9237.349294,9382.545413,9527.90384,9673.559319,9819.662124,9966.3841,10113.88381,10262.31382,10411.80349,10562.44135
Middle East and Africa,Kenya,283,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,0.944159072,1.034631317,1.150621375,1.252692626,1.377961889,1.491632146,1.61922121,1.756089478,1.881358741,2.006628003,2.12029826,2.233592661,2.370009355,2.482187241,2.58405203,2.677050539,2.8,3.1408,3.3944,3.5776,3.7072,3.8,3.8728,3.9424,4.0256,4.1392,4.3,4.5248,4.8304,5.2336,5.7512,6.4,6.829671362,7.184225352,7.565821596,7.923380282,8.274929578,8.623474178,8.95399061,9.224413146,9.464788732,9.675117371,9.915492958,10.1258216,10.28987793,10.439043,10.5754386,10.70148358,10.81152226,10.90752035,10.99399029,11.07168291,11.14115712,11.20271141
Middle East and Africa,Kenya,283,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,14527.242,15081.677,15661.48,16267.906,16901.167,17559.844,18241.424,18942.464,19660.018,20392.312,21138.372,21896.89,22666.72,23446.439,24237.056,25036.941,25839.132,26634.659,27418.077,28186.224,28943.647,29702.246,30478.597,31285.05,32126.351,33000.524,33905.011,34834.606,35785.718,36757.498,37752.304,38773.277,39824.734,40909.194,42027.891,43178.141,44353.691,45545.98,46748.617,47959.453,49179.484,50409.368,51650.914,52905.606,54173.054,55452.909,56746.903,58057.328,59385.908,60733.075,62098.592,63482.636,64885.19,66306.063
Middle East and Africa,Morocco,305,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,6.9,7.7,8.2,8.9,9.9,11,12.3,13.5,15.1,16.7,18.7,20.6,22.7,25,27.73219604,30.3,33.7,36.5,39.3,43.3,44.8,45.1,46.4,48,50,52.9,55.8,55.65,55.5,57.4,64.5,67.9,71.5,75.7,78.18888889,80.47530864,82.46982167,83.97422649,85.25985707,86.32309005,87.17937191,87.89162645,88.47646409,88.95499166,89.39840781,89.76744594,90.07801482,90.34038143,90.56405151,90.75713869,90.92018639,91.05851525,91.1761753,91.27647056
Middle East and Africa,Morocco,305,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,18158.169,18604.851,19073.204,19566.92,20088.209,20633.004,21190.8,21747.15,22291.062,22818.601,23330.761,23827.539,24310.585,24781.105,25237.951,25679.802,26107.772,26523.6,26928.6,27323.664,27708.647,28082.684,28444.414,28793.236,29129.204,29453.931,29770.316,30082.152,30392.473,30702.084,31011.199,31321.453,31634.524,31951.412,32272.974,32598.536,32925.553,33250.406,33570.277,33884.113,34191.997,34493.604,34788.925,35077.821,35359.633,35633.622,35899.509,36157.108,36406.121,36646.434,36877.48,37097.99,37306.393,37501.586
Middle East and Africa,Nigeria,318,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,4.07,4.46,4.96,5.4,5.94,6.43,6.98,7.57,8.11,8.65,9.14,9.628379792,10.21643318,10.7,11.13911,11.54,12.07,12.6,13.13,13.67,14.2,14.73,15.3,16,16.7,17.4,18,18.3,18.68,18.7,17.3,15.9,16.00176,16.61150619,17.22125237,17.85508033,18.3,19.11194539,19.91695108,20.68031854,21.42481001,22.17253588,22.94635738,23.74718526,24.45093533,25.14135941,25.80651153,26.4305498,27.03043297,27.60287951,28.14723344,28.6674406,29.16350352,29.63641989
Middle East and Africa,Nigeria,318,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,69127.157,71269.619,73424.869,75543.388,77604.166,79623.647,81635.55,83691.577,85828.707,88057.486,90363.921,92731.304,95133.496,97552.057,99986.136,102444.773,104931.559,107452.627,110014.688,112618.306,115268.715,117983.368,120784.408,123688.536,126704.722,129832.447,133067.097,136399.438,139823.34,143338.939,146951.477,150665.73,154488.072,158423.182,162470.737,166629.383,170901.148,175288.238,179790.814,184410.731,189143.615,193975.661,198888.53,203868.897,208911.216,214018.305,219195.641,224452.562,229796.103,235226.759,240742.453,246344.755,252035.213,257814.81
Middle East and Africa,Saudi Arabia,348,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,42.8,44,45.4,47.6,49.3,51.5,53.2,54.7,56.2,58,60,62.8,64.9,67.4,69.2,72.9,75,77.6,79.8,82.6,85,87.7,90.1,92.06,93.6,94.97,96,96.72,97.195,97.57,97.91,98.11,98.27,98.4,98.53,98.6,98.69,98.78,98.83,98.91,98.94,99,99.06,99.09,99.1186,99.141546,99.16371606,99.18172483,99.19511456,99.20667716,99.21636565,99.22459581,99.23129258,99.23674503
Middle East and Africa,Saudi Arabia,348,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,8200.523,8684.651,9217.019,9801.475,10440.852,11126.57,11836.762,12542.098,13220.479,13862.213,14469.298,15045.709,15600.314,16139.053,16669.764,17189.075,17679.72,18117.969,18491.845,18786.467,19020.639,19256.649,19578.923,20045.276,20681.576,21463.072,22334.371,23213.767,24041.116,24799.436,25504.176,26166.639,26809.105,27448.086,28082.541,28705.133,29319.402,29929.474,30538.109,31146.875,31754.727,32358.421,32953.13,33535.044,34103.549,34658.862,35199.001,35721.794,36225.831,36710.123,37175.246,37623.409,38057.845,38481.078
Middle East and Africa,South Africa,393,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,34,35.9,37.5,39.2,40.6,41.9,43.1,43.9,44.85,45.44,46,46.6,47.09,47.5,48,48.35,48.72,49.08,49.4,49.72763,50.07403,50.4,50.68957,50.96423,51.2,55,58.9,61,62,63,63.9,65.07,66.24,67.41,68.41610969,67.28006884,70.95386245,71.64194719,72.2601246,72.79860768,73.26952552,73.69863533,74.08290353,74.42463742,74.72766921,74.99773783,75.23968755,75.45543486,75.64758925,75.8188025,75.97156116,76.10789643,76.22944567,76.33780719
Middle East and Africa,South Africa,393,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,27009.755,27674.446,28360.82,29077.143,29828.874,30611.206,31409.913,32204.952,32983.013,33733.411,34462.637,35194.906,35964.539,36793.49,37693.622,38649.664,39623.496,40561.776,41426.81,42204.043,42906.581,43558.285,44195.89,44846.286,45513.217,46187.794,46869.028,47553.025,48235.291,48919.359,49602.778,50267.488,50889.543,51452.352,51949.041,52385.92,52776.13,53139.528,53491.333,53835.382,54169.562,54496.169,54816.396,55131.292,55443.462,55754.608,56063.489,56367.721,56665.762,56957.56,57244.564,57528.476,57811.567,58095.501
Middle East and Africa,Tunisia,371,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,17.94,19.42,21.2,23.2,25.2,27.6,29.9,31.9,33.9,35.9,37.8,40,42.5,45,47.6,49.9,52.6,55.4,58.85,62,64,68.07,71,73.46,75.7,77.72,79.51,81.7,84.5,85.9,88.4,90.27408,91.58935915,92.79270263,93.76833831,94.71053745,95.48716385,96.17442152,96.8764948,97.50036404,98.00985725,98.51935046,98.98725239,99.40316521,99.55476544,99.67802952,99.77811986,99.85364602,99.90562964,99.9357775,99.95863823,99.97547475,99.98731604,99.99533625
Middle East and Africa,Tunisia,371,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,5838.798,5989.249,6145.995,6308.096,6475.068,6646.813,6823.131,7003.884,7188.667,7376.818,7567.199,7758.276,7948.214,8135.302,8319.297,8499.285,8672.158,8834.117,8982.649,9116.617,9237.249,9347.451,9451.481,9552.776,9652.12,9749.636,9847.323,9947.369,10051.352,10160.243,10273.932,10391.46,10511.204,10631.83,10753.073,10874.915,10996.515,11116.899,11235.248,11351.043,11463.973,11573.699,11679.965,11782.531,11881.164,11975.608,12065.588,12150.842,12231.198,12306.593,12377.095,12442.865,12504.154,12561.225
Middle East and Africa,United Arab Emirates,375,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,75,78.7,81.9,84.5,87.4,89.5,91.7,93.2,94.51,95.6,96.4,97.2,97.88,98.21,98.532,98.8,99.012,99.211,99.366,99.456,99.54,99.592,99.647,99.67,99.719,99.764,99.782,99.819,99.8591,99.8706,99.88,99.8872,99.8935,99.8982,99.9,99.9006,99.901424,99.90199296,99.90233268,99.90249799,99.90259791,99.90267782,99.90272797,99.90275737,99.90277436,99.90278542,99.90279292,99.90279752,99.9028003,99.90280202,99.90280313,99.90280384,99.90280427,99.90280454
Middle East and Africa,United Arab Emirates,375,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,638.5137681,743.1329108,849.4667392,951.0219338,1042.099,1118.533858,1184.761506,1245.335082,1308.240793,1379.303,1459.587097,1550.539491,1648.179413,1749.460344,1852.268211,1956.934467,2064.845137,2176.219041,2291.406612,2411.041,2541.309213,2676.347774,2817.470939,2955.88714,3088.82938,3200.664239,3301.426586,3443.525271,3697.372363,4106.427,5012.384,6219.006,8073.626,8199.996,8264.07,8338.52455,8415.377362,8493.930777,8580.476598,8688.423365,8826.258252,8981.967539,9144.33514,9300.178705,9444.522976,9581.29207,9714.196885,9844.00893,9971.535929,10097.21958,10221.08855,10343.07168,10463.11846,10581.14635
North America,Canada,187,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,93.9,94.8,95.77093,96.54935,97.10923,97.53127,97.86079,98.1252,98.34207,98.52316,98.67666,98.80841,98.92274,99.02288,99.11133,99.19002,99.26048,99.32393,99.38138,99.43363,99.48136,99.52514,99.6,99.8,99.7,99.8,99.7,99.8,99.7,99.8,99.9,99.8,99.8,99.820958,99.84092219,99.85749578,99.87027754,99.88086379,99.88835486,99.89335788,99.89685415,99.90085643,99.90315415,99.90515521,99.90851528,99.91154676,99.91448528,99.91721106,99.92002244,99.92299588,99.925892,99.92876105,99.9316162,99.93449723
North America,Canada,187,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,23725.843,23963.203,24201.544,24515.667,24819.915,25116.942,25366.451,25607.053,25842.116,26100.278,26446.601,26791.747,27276.781,27691.138,28037.42,28371.264,28684.764,29000.663,29302.311,29610.218,29905.948,30155.173,30401.286,30685.73,31019.02,31353.656,31639.67,31940.676,32245.209,32576.074,32929.733,33319.098,33729.69,34126.181,34482.779,34835.38105,35193.20591,35549.63201,35904.17367,36256.54253,36606.15528,36952.42614,37294.95319,37637.60057,37979.94793,38321.33724,38661.25051,38998.9186,39333.91662,39665.65679,39993.66282,40317.88888,40637.94491,40953.91499
North America,USA,380,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,93.78,95.04287,95.98987,96.62644,97.08371,97.42808,97.69677,97.91226,98.08892,98.23638,98.36133,98.56158,98.64304,98.71498,98.77897,98.7,99,98.9,98.8,99.1,99.1,99,98.9,99.1,99.1,99.2,99,99.5,99.81828383,99.84404565,99.87921422,99.89501482,99.89821194,99.90046887,99.90135448,99.90161863,99.90176058,99.9018144,99.90183356,99.90184252,99.90184593,99.90184725,99.90184782,99.90184804,99.90184812,99.90184816,99.90184818,99.90184818,99.90184818,99.90184818,99.90184819,99.90184819,99.90184819,99.90184819
North America,USA,380,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,220239.425,222584.545,225055.487,227224.681,229465.714,231664.458,233791.994,235824.902,237923.795,240132.887,242288.918,244498.982,246819.23,249622.814,252980.941,256514.224,259918.588,263125.821,266278.393,269394.284,272646.925,275854.104,279040.168,282162.411,284968.955,287625.193,290107.933,292805.298,295516.599,298379.912,301231.207,304093.966,306771.529,309349.689,311611.5294,313995.1659,316355.2148,318726.2791,321105.1617,323489.0434,325875.4831,328262.2235,330647.0039,333027.5629,335401.5304,337766.5397,340120.3353,342460.8974,344786.7212,347096.7782,349390.4496,351667.532,353928.1525,356172.7594
Western Europe,Austria,169,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,95.32,95.68,95.87,96,96,96,96,96,96.2,96.4,96.6,96.8,97,97,97,97,97,97.16666667,97.33333333,97.5,97.66666667,97.83333333,98,98.15,98.3,98.46,98.6,98.75,98.91,99.04,99.18,99.33,99.48,99.57166667,99.65326389,99.72061053,99.77073773,99.81221086,99.84532482,99.87130696,99.89225888,99.90893555,99.92218779,99.93278796,99.94123152,99.94795985,99.95332903,99.95760842,99.96102027,99.96374119,99.96591039,99.96763997,99.96901907,99.97011863
Western Europe,Austria,169,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,7565.561,7571.299,7553.31,7545.54,7553.326,7584.094,7564.185,7559.635,7563.233,7566.736,7572.852,7576.319,7594.315,7644.818,7710.882,7798.899,7882.519,7928.746,7943.489,7953.067,7964.966,7971.116,7982.461,8002.186,8020.946,8063.64,8100.273,8142.573,8201.359,8254.298,8282.984,8318.592,8355.26,8375.29,8404.252,8443.018,8479.784417,8516.50547,8554.242581,8593.048213,8630.903749,8665.704316,8698.543071,8730.37315,8761.214688,8792.005556,8821.577211,8850.865994,8879.702257,8908.005578,8936.691745,8964.572499,8991.620249,9017.769315
Western Europe,Belgium,174,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,95.89,96.16,96.37,96.56,96.71,96.77,96.89,97.04,97.1,97.2,97.25,97.34,97.4,97.52,97.58,97.67,97.76,97.89,97.98,98.07,98.13536114,98.24603255,98.34664293,98.45731434,98.5780468,98.63841302,98.71890132,98.8195117,98.88993896,98.9804883,99.05091556,99.11128179,99.18170905,99.23201424,99.31250254,99.35274669,99.42317396,99.48354018,99.52378433,99.58415056,99.62439471,99.65457782,99.68476094,99.69482197,99.70850727,99.72157977,99.73406683,99.74599459,99.75738805,99.76827107,99.77866647,99.78859605,99.79808064,99.80714013
Western Europe,Belgium,174,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,9823.302,9837.413,9841.654,9855.11,9863.374,9854.589,9858.017,9853.023,9857.721,9858.895,9864.751,9875.716,9927.612,9947.782,9986.975,10021.997,10068.319,10100.631,10130.574,10143.047,10170.226,10192.264,10213.752,10239.085,10263.414,10309.725,10355.844,10396.421,10445.852,10511.382,10584.534,10666.866,10753.08,10839.905,11000.638,11094.85,11161.642,11226.19248,11291.8463,11356.82336,11416.885,11473.38563,11527.5567,11580.35388,11632.68849,11683.25167,11731.80071,11778.18167,11822.41938,11864.61303,11904.77953,11943.04765,11979.50408,12014.29445
Western Europe,Denmark,214,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,93.6,94.54,95.15,95.46,95.76,96.02,96.29,96.52,96.75,96.94,97.14,97.34,97.5,97.66,97.79,97.93,98.04,98.16,98.26,98.367,98.45,98.542,98.6,98.68,98.76,98.82,98.9,98.95,99.02,99.07,99.116,99.17,99.21,99.255,99.297,99.334,99.364,99.409,99.447,99.465,99.5,99.538,99.574,99.6,99.6328949,99.66308961,99.69080497,99.71624392,99.73959286,99.76102304,99.78069174,99.79874341,99.81531071,99.83051547
Western Europe,Denmark,214,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,5079.879,5096.959,5111.537,5122.065,5123.989,5119.155,5116.464,5112.13,5111.108,5116.273,5124.794,5129.254,5129.778,5135.409,5146.469,5162.126,5180.614,5196.642,5215.718,5251.027,5275.121,5294.86,5313.577,5330.02,5349.212,5368.354,5383.507,5397.64,5411.405,5427.459,5447.084,5475.791,5511.451,5534.738,5560.628,5580.516,5602.628,5622.369,5640.152,5656.709,5672.761,5689.136,5706.529,5725.171,5744.833,5765.152,5785.832,5806.621,5827.311,5847.714,5867.633,5886.955,5905.557,5923.358
Western Europe,Finland,240,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,93.2,93.4,93.6,93.8,94,94.5,95,95.5,96,96,96,96,96,96,96.25,96.5,96.75,97,97,97,97,97,97,97.002,97,97.169,97.22533333,97.29977778,97.3997037,97.47660494,97.56036214,97.64722359,97.72973022,97.81410532,97.89868638,97.98250731,98.06676634,98.15098667,98.23508677,98.31927993,98.40345112,98.48760594,98.571779,98.64829387,98.72248864,98.79366521,98.86090346,98.92533061,98.98679787,99.04532292,99.10120761,99.15450367,99.2053236,99.25380866
